sku,model,pass_num,platform,title,description,prompt_tokens,completion_tokens,cached_tokens,latency_ms,cost_usd,parse_mode,json_retries,api_retries,has_approved_content,error
2020T,claude-opus-4-6,1,bing,{FINISH_NAME} Solid Brass Wall Mounted Robe Hook - Continental Collection Towel Hook - Allied Brass,"This solid brass wall-mounted robe hook from the Continental Collection features a round backplate with twist accent detailing and a gently curved hook designed to hold robes and towels securely. {FINISH_SENTENCE} Concealed screw mounting keeps the wall plate clean with no visible hardware, and all installation hardware is included — no assembly required. The Continental Collection's balanced circular proportions and smooth surfaces create a transitional bathroom hardware aesthetic that works in both contemporary and traditional spaces without competing with other design elements. Solid brass construction resists corrosion and maintains its finish integrity in humid bathroom environments where lesser materials degrade over time. At 2.8 inches in length, this compact decorative bathroom hook saves valuable wall space while providing a sturdy hanging point. Coordinates with matching Continental towel bars, toilet paper holders, and other bath accessories for a cohesive look throughout your bathroom. Backed by a limited lifetime warranty.",6,244,0,15184,0.00613,strict_json,1,1,False,
2020T,claude-opus-4-6,1,shopify,Continental Collection Wall Mounted Robe Hook with Twist Accents,"<p>A robe hook should do two things well: hold weight without wobbling and look intentional on your wall. The Continental Collection Robe Hook does both, built from solid brass with a gently curved hook rising from a perfectly round backplate — a design that keeps robes, towels, and jackets secure without the bulk of oversized hardware.</p><p>What sets the Continental apart is the twist accent detail along the hook stem, adding just enough texture to catch the eye without competing with your tile, mirror, or vanity. The circular backplate and balanced proportions reflect the Continental Collection's transitional sensibility — equally at home in a contemporary powder room or a traditionally styled master bath. It's a decorative bathroom hook that earns its place on the wall through quiet, unfussy design.</p><ul><li><strong>Solid brass construction</strong> — corrosion-resistant material that won't pit, crack, or degrade in the humidity of a bathroom, even mounted near the shower</li><li><strong>Concealed screw mounting</strong> — no visible fasteners on the face of the backplate, so the installation looks clean and deliberate</li><li><strong>Compact 2.8-inch projection</strong> — extends just far enough to hold a heavy robe without intruding into tight bathroom spaces</li><li><strong>Twist accent detail</strong> — a signature Continental design element that adds visual interest to a wall-mounted towel hook</li><li><strong>No assembly required</strong> — arrives ready to install with all mounting hardware included</li><li><strong>Versatile bath accessory</strong> — coordinates with matching Continental towel bars, toilet paper holders, and shelves for a cohesive bathroom</li></ul><p>Backed by a limited lifetime warranty. Every piece of transitional bathroom hardware in the Continental Collection shares the same round backplate and smooth curves, so you can outfit an entire room with accessories that speak the same design language.</p>",6,509,0,26019,0.012755,strict_json,1,1,False,
1032,claude-opus-4-6,1,google,{FINISH_NAME} Wall Mounted Soap Dish - Solid Brass - Skyline Collection - Allied Brass,"Distinctively petite spherical end pieces and a smooth circular backplate give this wall mounted brass soap dish a jewelry-like presence that stands apart from typical bathroom soap holders. {FINISH_SENTENCE} Part of the Skyline Collection, this soap dish is crafted entirely from solid brass — a material that resists corrosion and maintains its finish integrity even in the humid environment next to your sink or shower. The wall mount design with concealed screw mounting keeps your countertop clear and your walls clean, with no visible hardware to interrupt the refined lines. Installation is straightforward with all mounting hardware included and no assembly required. Whether you are upgrading a single fixture or coordinating an entire bathroom, the Skyline Collection offers matching towel bars, robe hooks, and other wall mounted bath accessories that share the same distinctive design language. Backed by a limited lifetime warranty, this solid brass soap dish for bathroom use is built to perform as long as it looks good — which is to say, indefinitely.",6,275,0,7042,0.006905,strict_json,1,1,False,
1032,claude-opus-4-6,1,bing,{FINISH_NAME} Wall Mounted Soap Dish Solid Brass - Skyline Collection Bathroom Hardware - Allied Brass,"This 4.5-inch wall mounted brass soap dish from the Skyline Collection features concealed screw mounting for a clean, hardware-free look on your bathroom wall. {FINISH_SENTENCE} Crafted entirely from solid brass, this wall mount soap dish for bathroom use resists corrosion and rust even in the humid conditions near sinks and showers where lesser materials break down. The Skyline Collection's distinctive petite spherical end pieces and smooth circular backplates give this soap dish a refined, almost jewelry-like presence that elevates your wall mounted bath accessories beyond the ordinary. Wall-mounted installation frees up counter space and keeps soap residue off your vanity surface. All mounting hardware is included and no assembly is required, so installation is straightforward. Solid brass construction means this durable bathroom fixture maintains its integrity and finish for years. Backed by a limited lifetime warranty, the Skyline Collection coordinates across matching towel bars, robe hooks, and other accessories for a cohesive bathroom design from Allied Brass.",6,270,0,15204,0.00678,strict_json,1,1,False,
1032,claude-opus-4-6,1,shopify,Skyline Collection Wall Mounted Soap Dish,"<p>A wall mounted brass soap dish keeps your bar off the countertop where it sits in a puddle, dissolves faster, and leaves a ring you have to scrub. The Skyline Collection soap dish solves that with a solid brass holder that mounts directly to the wall, freeing up every inch of counter space while letting your soap drain and dry properly.</p><p>What sets the Skyline Collection apart is its jewelry-like proportions — petite spherical end pieces paired with smooth circular backplates create a refined, almost ornamental presence on bathroom walls. This isn't oversized hardware trying to make a statement; it's a deliberately compact 4.5-inch design that adds a deliberate, curated touch without crowding your shower niche or vanity area.</p><ul><li><strong>Solid brass construction</strong> — corrosion-resistant material that won't rust, pit, or degrade in the humid environment next to your sink or shower</li><li><strong>Wall mounted design</strong> — keeps your soap elevated and your countertop clear, ideal for small bathrooms where every surface matters</li><li><strong>Concealed screw mounting</strong> — all installation hardware included with hidden fasteners for a clean, seamless look on the wall</li><li><strong>No assembly required</strong> — arrives ready to install with included mounting hardware</li><li><strong>Lifetime finish</strong> — choose from a range of durable designer finishes that maintain their appearance year after year</li></ul><p>Backed by a limited lifetime warranty. Coordinates with Skyline Collection towel bars, robe hooks, and other wall mounted bath accessories for a unified bathroom design where every detail connects.</p>",6,458,0,23593,0.01148,strict_json,1,1,False,
CC-64,claude-opus-4-6,1,google,{FINISH_NAME} Crystal Sconce Candle Holder - Solid Brass Wall Mount - Carolina Crystal Collection - Allied Brass,"Faceted crystal accents on a solid brass wall-mounted votive candle holder — the Carolina Crystal Collection pairs a grooved backplate with a sparkling crystal finial that catches and refracts candlelight in ways flat glass holders simply cannot. {FINISH_SENTENCE} Constructed entirely from solid brass, this candle holder resists the corrosion and tarnishing that weaken lesser materials over time, making it well suited for bathroom environments where moisture is constant. The concealed screw mounting keeps the wall plate clean with no visible hardware, and the included glass candle holder fits standard votive candles so you can start using it right out of the box. Wall-mounted installation frees up counter and vanity space while placing warm ambient light at eye level — a practical touch that transforms a functional bathroom fixture into a design focal point. Coordinates with other Carolina Crystal Collection bath accessories including towel bars, robe hooks, and soap dishes for a unified crystal-accented look throughout your bathroom. Backed by a limited lifetime warranty, with all mounting hardware included and no assembly required.",6,299,0,7379,0.007505,strict_json,1,1,False,
CC-64,claude-opus-4-6,1,bing,{FINISH_NAME} Solid Brass Wall Mounted Votive Candle Holder with Crystal Accent - Carolina Crystal Collection - Allied Brass,"This wall-mounted votive candle holder from the Carolina Crystal Collection is built on a solid brass bracket that resists corrosion in humid bathroom environments where moisture damages lesser hardware. {FINISH_SENTENCE} Faceted crystal accents on the bracket catch and refract ambient light, turning a simple votive into a glowing focal point on the wall. The glass candle holder accepts standard-size votive candles, and concealed screw mounting with included #8 hardware keeps the installation clean — no visible fasteners to interrupt the traditional design. Solid brass construction gives the bracket real weight and substance, so it stays firmly mounted without loosening over time. Wall-mounted placement frees up counter and vanity space, making this an ideal piece of crystal bathroom hardware for powder rooms or smaller bathrooms where every surface matters. Coordinates with other Carolina Crystal Collection towel bars, robe hooks, and soap dishes that share the same grooved backplate and crystal finial details for a unified look. No assembly required. Backed by a limited lifetime warranty.",6,274,0,16301,0.00688,strict_json,1,1,False,
CC-64,claude-opus-4-6,1,shopify,Carolina Crystal Collection Wall Mounted Votive Candle Holder with Crystal Accent,"<p>Most votive candle holders sit on your vanity or shelf, competing for counter space that's already spoken for. This wall-mounted votive holder from the Carolina Crystal Collection moves candlelight up to eye level — where it actually creates atmosphere — while keeping your surfaces clear.</p><p>What sets this holder apart is the faceted crystal accent that catches and refracts light from the flame, paired with a grooved brass backplate that draws from classical architectural detailing. It's a small piece that punches well above its size, turning a simple votive candle into a genuine design element in your bathroom, powder room, or hallway.</p><ul><li><strong>Solid brass construction</strong> — the bracket is cast from solid brass, not stamped metal or plastic, so it resists corrosion and holds its finish even in humid bathroom environments</li><li><strong>Faceted crystal finial</strong> — the signature Carolina Crystal accent catches ambient and candlelight, adding sparkle and visual depth to the wall</li><li><strong>Concealed screw mounting</strong> — all fastening hardware is hidden behind the backplate for a clean, finished look on the wall</li><li><strong>Standard votive size</strong> — the included glass candle holder accepts standard votive candles, making replacements easy to find anywhere</li><li><strong>Complete kit included</strong> — ships with the glass candle holder, brass bracket, and all mounting hardware, so there's nothing extra to source</li><li><strong>Collection coordination</strong> — matches Carolina Crystal towel bars, robe hooks, soap dishes, and other crystal bathroom hardware for a cohesive look throughout the room</li></ul><p>Backed by a limited lifetime warranty. Choose from a wide range of finishes to coordinate with your existing fixtures and create a unified design across your space.</p>",6,490,0,20696,0.01228,strict_json,1,1,False,
1041/24,claude-opus-4-6,1,google,{FINISH_NAME} 24-Inch Solid Brass Towel Bar - Wall Mount - Skyline Collection - Allied Brass,"Distinctively petite spherical end pieces — almost jewelry-like in their proportion — set this 24-inch solid brass towel bar apart from every flat-capped, generic bar on the shelf. {FINISH_SENTENCE} Part of the Skyline Collection, the smooth circular backplates pair with the 0.75-inch diameter bar to create a refined profile that reads as intentional design rather than basic bathroom hardware. Solid brass construction means this wall mounted towel holder won't flex under a stack of wet bath sheets the way hollow alternatives do — the material resists corrosion and holds its finish integrity in the humidity of daily bathroom use. Concealed screw mounting keeps the wall clean with no visible fasteners, and all installation hardware plus mounting plates are included so there is nothing extra to source. The wall mounted design saves floor space while keeping towels accessible at a comfortable height. Coordinate this bathroom towel holder with matching Skyline Collection soap dishes, robe hooks, and other elegant bath accessories built from the same solid brass for a cohesive look across every detail. Backed by a limited lifetime warranty.",6,305,0,7928,0.007655,strict_json,1,1,False,
1041/24,claude-opus-4-6,1,bing,{FINISH_NAME} 24-Inch Solid Brass Towel Bar - Wall Mount - Skyline Collection - Allied Brass,"This 24-inch wall-mounted towel bar is built from solid brass with a 3/4-inch diameter bar that won't flex or bend under the weight of heavy bath towels. {FINISH_SENTENCE} The Skyline Collection stands apart with its distinctively petite spherical end pieces and smooth circular backplates — details that give this bathroom towel holder a refined, almost jewelry-like presence on your wall. Concealed screw mounting hardware keeps the installation clean with no visible fasteners, and everything you need comes in the box: towel bar, mounting plates, and all hardware. Solid brass construction means this towel rack resists corrosion even in steam-heavy bathrooms where moisture breaks down lesser materials over time. The wall-mounted design saves valuable floor space while placing towels exactly where you need them. Coordinate with matching Skyline accessories to carry the same petite hardware aesthetic across your entire bathroom. Backed by a limited lifetime warranty from Allied Brass.",6,262,0,16097,0.00658,strict_json,1,1,False,
1041/24,claude-opus-4-6,1,shopify,Skyline Collection 24-Inch Wall Mounted Towel Bar,"<p>Most towel bars fade into the background — the Skyline Collection takes a different approach. Its distinctively petite spherical end pieces and smooth circular backplates create a jewelry-like presence on your bathroom wall, turning a functional necessity into an intentional design detail that guests actually notice.</p><p>This 24-inch towel bar from the Skyline Collection pairs clean, contemporary lines with a refined sense of proportion. The compact end caps and slim 0.75-inch diameter bar strike a balance that works especially well in petite bathroom spaces where oversized hardware would feel heavy-handed. It's a designer statement piece that earns its place through restraint, not bulk.</p><ul><li><strong>Solid brass construction</strong> — not a plated shell over a hollow core. Solid brass resists corrosion and maintains its integrity in the high-humidity environment beside your shower or tub, year after year.</li><li><strong>Concealed screw mounting</strong> — all fastening hardware hides behind the smooth backplates, so the wall stays clean and only the design shows.</li><li><strong>Wall-mounted, space-saving design</strong> — keeps towels off counters and hooks while adding a coordinated look to your bathroom layout.</li><li><strong>24-inch bar length</strong> — sized to hold a full bath towel with room to spare, fitting comfortably between most bathroom fixtures.</li><li><strong>Everything included</strong> — towel bar, mounting plates, and all installation hardware ship together. No assembly required.</li></ul><p>Backed by a limited lifetime warranty. Coordinates with matching Skyline Collection accessories — robe hooks, soap dishes, and more — for a bathroom where every detail shares the same refined design language.</p>",6,476,0,25275,0.01193,strict_json,1,1,False,
AP-94,claude-opus-4-6,1,google,{FINISH_NAME} 21 x 29-Inch Frameless Arched Tilt Wall Mirror - Solid Brass - Astor Place Collection - Allied Brass,"A frameless arched top silhouette with beveled edge detail gives this 21 x 29-inch wall mirror a distinctive shape that stands apart from standard rectangular bathroom mirrors. {FINISH_SENTENCE} Crafted entirely from solid brass mounting hardware — the same corrosion-resistant material used in marine fittings — the brackets and tilt mechanism hold up in bathroom humidity without pitting or degrading over time. The tilt function lets you angle the mirror to the ideal viewing position for any height, solving the common problem of fixed-mount mirrors that only work for one person in the household. Concealed screw mounting keeps the wall plate clean with no visible fasteners, so the frameless glass appears to float against the wall. Part of the Astor Place collection, which features smooth cylindrical posts and gently curved forms that bridge transitional bathroom hardware styles — coordinate with matching towel bars, robe hooks, and toilet paper holders for a cohesive look throughout your space. Includes mirror glass, two solid brass brackets, and all installation hardware. Backed by a limited lifetime warranty.",6,317,0,7292,0.007955,strict_json,1,1,False,
AP-94,claude-opus-4-6,1,bing,{FINISH_NAME} 21 x 29 Inch Frameless Arched Top Tilt Wall Mirror Solid Brass - Astor Place Collection - Allied Brass,"This 21 x 29 inch frameless arched top wall mirror is crafted from solid brass mounting hardware — the same corrosion-resistant material used in marine fittings — so the brackets and tilt mechanism hold up in humid bathroom environments where lesser metals degrade. {FINISH_SENTENCE} The beveled edge catches and refracts light around the mirror's perimeter, adding depth and visual interest without requiring a bulky frame. What sets this bathroom wall mirror apart is its tilt function: the solid brass brackets let you angle the glass to suit any height, so every member of the household gets a clear, usable reflection rather than a fixed view. Concealed screw mounting keeps the installation clean with no visible hardware on the wall surface. Included with the mirror glass are two mounting brackets and all necessary installation hardware. Part of the Astor Place collection, which features smooth cylindrical posts and gently tapered forms that bridge traditional and contemporary styles — so this transitional bathroom hardware coordinates naturally with matching Astor Place towel bars, robe hooks, and other durable bathroom fixtures throughout your space. Backed by a limited lifetime warranty.",6,305,0,17235,0.007655,strict_json,1,1,False,
AP-94,claude-opus-4-6,1,shopify,Astor Place Collection 21 x 29-Inch Frameless Arched Top Tilt Wall Mirror,"<p>Most bathroom mirrors are fixed at one angle — mounted for the person who installed them. This 21 x 29-inch arched top tilt mirror from the Astor Place Collection solves that problem with solid brass brackets that let you adjust the viewing angle for anyone in the household, from any height.</p><p>The frameless design with a beveled edge keeps the visual weight low, letting the mirror itself take center stage rather than a bulky frame. That arched top silhouette echoes the Astor Place Collection's signature smooth, tapered forms — transitional bathroom hardware that bridges modern and traditional styles without committing to either. It's the kind of detail a bathroom designer would choose precisely because it doesn't fight with tile, lighting, or cabinetry choices down the road.</p><ul><li><strong>Solid brass brackets</strong> — corrosion-resistant construction that holds its finish and structural integrity in humid bathroom environments, year after year</li><li><strong>Tilt-adjustable viewing angle</strong> — the mirror pivots on its wall-mounted brackets so every member of the household gets a straight-on view</li><li><strong>Frameless with beveled edge</strong> — the angled perimeter catches light and adds dimension without the visual bulk of a frame</li><li><strong>Concealed screw mounting</strong> — installation hardware is hidden behind the brackets for a clean, intentional look on the wall</li><li><strong>Astor Place Collection coordination</strong> — pairs with matching towel bars, robe hooks, and tissue holders in the same collection for a cohesive bathroom</li></ul><p>Includes mirror glass, two wall-mount brackets, and all installation hardware. Backed by a limited lifetime warranty — a commitment that only makes sense when durable bathroom fixtures are built from solid brass, not materials that corrode or deteriorate over time.</p>",6,513,0,23041,0.012855,strict_json,1,1,False,
CVTS-25,claude-opus-4-6,1,google,{FINISH_NAME} Freestanding Toilet Paper Holder - Solid Brass - Clearview Collection - Allied Brass,"A crystal-clear acrylic post gives this freestanding toilet paper holder a floating, open look that solid-metal stands can't replicate — the Clearview Collection's signature design element that turns a purely functional bathroom fixture into a genuine conversation piece. {FINISH_SENTENCE} Built entirely from solid brass, this standing toilet paper holder features a weighted base engineered to stay put on tile, stone, or hardwood without tipping, even during quick one-handed roll changes. The Euro-style holder arm makes swapping rolls effortless, while the space-saving footprint fits neatly beside the toilet without crowding tight powder rooms or small bathrooms. As a free standing toilet paper holder, it requires no drilling and no wall damage — ideal for renters, historic homes, or any bathroom where you'd rather not touch the walls. The contemporary silhouette pairs with other Clearview Collection pieces — towel bars, robe hooks, and soap dishes — so every accessory in your bathroom shares the same clean-lined, acrylic-accented design language. Assembly required; toilet tissue stand included. Backed by a limited lifetime warranty.",6,310,0,7742,0.00778,strict_json,1,1,False,
