sku,model,pass_num,platform,title,description,prompt_tokens,completion_tokens,cached_tokens,latency_ms,cost_usd,parse_mode,json_retries,api_retries,has_approved_content,error
2020T,gpt-5.2,1,bing,"{FINISH_NAME} Solid Brass Robe Hook, Wall Mounted Towel Hook - Continental Collection 2.8-Inch - Allied Brass","Wall-mount robe hook, 2.8-inch long, made from solid brass with the Continental Collection’s perfectly round backplate, gently curved hook, and twist accents for a clean, design-forward detail. {FINISH_SENTENCE} Use it as a compact wall mounted towel hook to keep robes, towels, or a hand towel neatly off counters while making smart use of wall space. This decorative bathroom hook installs with concealed screw mounting so the hardware stays out of sight, and it includes the robe hook plus all installation hardware (no assembly required). Continental’s balanced proportions fit naturally with transitional bathroom hardware and other versatile bath accessories, making it easy to build a matching Continental set. Backed by a Limited Lifetime Warranty.",9161,1129,0,15418,0.031838,strict_json,1,1,False,
2020T,gpt-5.2,1,shopify,Continental Collection 2.8-Inch Wall Mounted Robe & Towel Hook with Twist Accents,"<p>Keep robes and towels right where you need them without giving up space—this wall-mounted towel hook uses a compact 2.8-inch profile and a clean, concealed-screw mount to keep the wall detail looking intentional.</p>
<p>Part of the <strong>Continental Collection</strong>, this decorative bathroom hook is defined by its perfectly round backplate, a gently curved hook, and signature <strong>twist accents</strong>. The balanced, transitional look pairs easily with both contemporary and classic fixtures—ideal when you want transitional bathroom hardware that coordinates without competing.</p>
<ul>
  <li><strong>Solid brass construction:</strong> Built from brass for a sturdy robe hook made for everyday bathroom use.</li>
  <li><strong>Compact reach:</strong> 2.8-inch overall length helps keep a tidy, space-smart wall profile.</li>
  <li><strong>Wall-mounted design:</strong> An ideal use of space for towels and robes where you want versatile bath accessories off the counter.</li>
  <li><strong>Concealed mounting:</strong> Concealed screw mounting hardware keeps the look clean and makes installation straightforward.</li>
  <li><strong>What’s included:</strong> Robe hook and all installation hardware.</li>
  <li><strong>Warranty coverage:</strong> Backed by a Limited Lifetime Warranty.</li>
</ul>
<p>Complete the look with matching Continental pieces for a cohesive set of versatile bath accessories throughout your bathroom.</p>",8314,1265,0,14225,0.032259,strict_json,1,1,False,
1032,gpt-5.2,1,google,"{FINISH_NAME} Wall Mounted Soap Dish - Skyline Collection, Traditional - Allied Brass","Skyline’s petite spherical end pieces and smooth circular backplates frame a 4.5-inch wall mounted brass soap dish that keeps bar soap off the countertop and reduces clutter. {FINISH_SENTENCE} Designed as a wall mount soap dish for bathroom use, it frees up sink space while keeping your soap within easy reach. The holder is crafted from solid brass for long-lasting durability, and the lifetime finish is designed to help resist rust. Concealed screw mounting hardware keeps the look clean on the wall and supports a straightforward installation. Pair it with other Skyline Collection wall mounted bath accessories for a coordinated traditional hardware set. Includes the brass soap dish holder and all installation hardware, with no assembly required, plus a Limited Lifetime Warranty for added confidence.",10499,1476,1664,15239,0.036416,strict_json,1,1,False,
1032,gpt-5.2,1,bing,{FINISH_NAME} Solid Brass Wall Mounted Soap Dish - Skyline Collection - 4.5-Inch - Allied Brass,"This 4.5 in Skyline wall mounted soap dish is made from solid brass, giving you a clean, space-saving spot for bar soap while helping keep the countertop clutter-free. {FINISH_SENTENCE} Part of the Skyline collection, it stands out with distinctly petite spherical end pieces paired with smooth circular backplates for a refined, jewelry-like look on the wall. The concealed screw mounting keeps the installation visually tidy, and the brass soap dish holder includes all installation hardware (no assembly required). Solid brass construction plus a lifetime finish are designed for durable bathroom fixtures and lasting performance in humid spaces. Coordinate this wall mounted brass soap dish with matching Skyline wall mounted bath accessories for a consistent, traditional hardware look throughout the bath.",9265,1232,0,13397,0.033462,strict_json,1,1,False,
1032,gpt-5.2,1,shopify,Skyline Collection 4.5-Inch Wall Mounted Soap Dish,"<p>Clear the sink area and keep bar soap within easy reach with a <strong>wall mounted soap dish</strong> that moves clutter off the countertop while adding a finished hardware detail to the wall.</p>
<p>This piece is part of the <strong>Skyline Collection</strong>, defined by distinctively petite spherical end pieces paired with smooth circular backplates for a refined, jewelry-like presence. The wall-mounted design and concealed fasteners keep the look clean and intentional.</p>
<ul>
  <li><strong>Solid brass construction:</strong> Crafted from brass for a durable bathroom fixture designed for everyday use.</li>
  <li><strong>Space-saving wall mount:</strong> A smart <strong>wall mount soap dish for bathroom</strong> setups where you want a cleaner counter area.</li>
  <li><strong>Concealed screw mounting:</strong> Hidden mounting hardware helps keep attention on the Skyline design details.</li>
  <li><strong>4.5-inch length:</strong> Compact footprint that fits naturally among matching wall mounted bath accessories.</li>
  <li><strong>Hardware included:</strong> Includes the brass soap dish holder and all installation hardware.</li>
  <li><strong>Limited Lifetime Warranty:</strong> Backed by Allied Brass for long-term confidence.</li>
</ul>
<p>Coordinate this <strong>wall mounted brass soap dish</strong> with other Skyline Collection accessories to keep your bathroom hardware consistent from one wall to the next.</p>",8418,958,1280,12955,0.026128,strict_json,1,1,False,
CC-64,gpt-5.2,1,google,{FINISH_NAME} Crystal Sconce Candle Holder - Carolina Crystal Collection - 4.3-Inch - Traditional Wall Mount - Allied Brass,"Free up counter space with a 4.3-inch wall-mounted crystal sconce candle holder that displays a standard-size votive and adds a glimmering crystal accent in solid brass. {FINISH_SENTENCE} Crafted from solid brass, the Carolina Crystal Collection bracket is built for durable bathroom fixtures that hold up to everyday use while keeping a traditional, classic profile. Concealed screw mounting keeps fasteners out of sight for a clean, tailored look—ideal when you want wall mounted bath accessories that feel intentional, not improvised. Part of the Carolina Crystal Collection design language, with faceted crystal details that catch and reflect light like fine jewelry for coordinated crystal bathroom hardware and luxury bathroom accessories. Includes the glass candle holder, brass bracket, and all installation hardware; no assembly required. Backed by a Limited Lifetime Warranty.",10293,2520,3328,28721,0.048051,strict_json,1,1,False,
CC-64,gpt-5.2,1,bing,{FINISH_NAME} Solid Brass Wall Mounted Crystal Sconce Candle Holder - Carolina Crystal Collection - 4.3-Inch - Allied Brass,"Wall-mounted votive candle holder (4.3 in long) crafted from solid brass, featuring a glass candle cup and crystal accents for a true crystal sconce candle holder look in the bathroom. {FINISH_SENTENCE} Designed to hold a standard-size votive candle while keeping counters clear, it installs with concealed screw mounting hardware for a clean, traditional profile. The set includes the glass candle holder, brass bracket, and all installation hardware (uses #8 x 1 1/4"" screws), and it requires no assembly. Part of the Carolina Crystal Collection, it brings coordinated crystal bathroom hardware style to wall mounted bath accessories and other durable bathroom fixtures. Backed by a Limited Lifetime Warranty.",9059,1813,0,22746,0.041235,strict_json,1,1,False,
CC-64,gpt-5.2,1,shopify,Carolina Crystal Collection 4.3-Inch Wall Mounted Crystal Sconce Votive Candle Holder,"<p>Keep your vanity clear while adding a traditional, crystal-accented glow—this wall mounted votive holder gives your candle a dedicated place without using counter space.</p>
<p>From the <strong>Carolina Crystal Collection</strong>, the design pairs classic lines with sparkling crystal accents that catch the light and elevate everyday wall mounted bath accessories into a coordinated, jewelry-like detail.</p>
<ul>
<li><strong>Solid brass construction:</strong> Crafted from solid brass materials—an ideal foundation when you’re specifying durable bathroom fixtures and crystal bathroom hardware.</li>
<li><strong>Wall-mounted, concealed look:</strong> Wall mount design with concealed screw mounting hardware for a clean presentation.</li>
<li><strong>Made for votives:</strong> Holds standard size votive candles.</li>
<li><strong>4.3-inch length:</strong> A compact wall profile that adds style without crowding the space.</li>
<li><strong>Complete set included:</strong> Includes glass candle holder, brass bracket, and all installation hardware.</li>
<li><strong>Limited Lifetime Warranty:</strong> Backed by Allied Brass for long-term confidence.</li>
</ul>
<p>Coordinate it with other pieces from the Carolina Crystal Collection to carry the same crystal-accented, traditional design language throughout your bathroom.</p>",8212,1917,0,28607,0.041209,strict_json,1,1,False,
1041/24,gpt-5.2,1,google,{FINISH_NAME} Towel Bar - Skyline Collection - 24-Inch - Petite Spherical Ends - Allied Brass,"Petite spherical end pieces paired with smooth circular backplates give this 24-inch Skyline Collection wall-mounted towel bar a refined, jewelry-like profile—not a plain straight rod. {FINISH_SENTENCE} Crafted from solid brass, it’s a bathroom towel holder brass shoppers can count on for everyday use. Concealed screw mounting keeps fasteners out of sight for a clean, tailored look on the wall, and the wall-mounted design helps keep towels organized while saving space. Use it as a wall mounted towel rack-style towel bar that coordinates with matching Skyline accessories for a cohesive set of petite bathroom hardware and elegant bath accessories. Includes towel bar, mounting plates, and all installation hardware; no assembly required. Backed by a Limited Lifetime Warranty.",10721,2267,3328,24336,0.045258,strict_json,1,1,False,
1041/24,gpt-5.2,1,bing,{FINISH_NAME} Solid Brass Wall Mount Towel Bar - Skyline Collection 24-Inch - Allied Brass,"24-inch wall-mounted towel bar crafted from solid brass—designed in the Skyline collection with petite spherical end pieces and smooth circular backplates for a refined, jewelry-like presence on the wall. {FINISH_SENTENCE} Built as a straight-bar bathroom towel holder that fits traditional style hardware, it keeps towels organized while the wall mounted design is an ideal use of space. Concealed screw mounting hardware helps keep the look clean once installed, and mounting plates plus all installation hardware are included to streamline setup (no assembly required). Pair it with matching Skyline accessories for a coordinated set of petite bathroom hardware and elegant bath accessories. Backed by a Limited Lifetime Warranty.",9487,2132,0,29356,0.04645,strict_json,1,1,False,
1041/24,gpt-5.2,1,shopify,Skyline Collection 24-Inch Solid Brass Wall Mounted Towel Bar,"<p>Keep towels within easy reach without sacrificing wall space: this 24-inch Skyline Collection towel bar mounts to the wall with concealed screws for a clean, tailored look.</p>
<p>Skyline’s signature detail is in the ends—distinctively petite spherical end pieces paired with smooth circular backplates—giving this straight bar a refined, almost jewelry-like presence that reads as intentional design, not just a basic bathroom towel holder in brass.</p>
<ul>
  <li><strong>Solid brass construction</strong> for lasting strength and everyday bathroom durability.</li>
  <li><strong>24-inch towel bar</strong> sized for full-size towels and a balanced look on the wall.</li>
  <li><strong>Concealed screw mounting</strong> keeps fasteners out of sight for a cleaner finished installation.</li>
  <li><strong>Wall-mounted design</strong> helps save space while keeping towels neatly organized.</li>
  <li><strong>Lifetime designer finishes</strong> with hand-polished detailing to coordinate with your Skyline Collection look.</li>
  <li><strong>Ready to install</strong> with towel bar, mounting plates, and all installation hardware included (no assembly required).</li>
</ul>
<p>Backed by a Limited Lifetime Warranty, this elegant bath accessory makes it easy to build a matching Skyline bath hardware set with a consistent, design-forward profile.</p>",8640,1513,0,21633,0.036302,strict_json,1,1,False,
AP-94,gpt-5.2,1,google,"{FINISH_NAME} Wall Mirror, 21 x 29-Inch Arched Top - Astor Place Collection - Allied Brass","Dial in the viewing angle instead of settling for a fixed reflection—this 21 x 29-inch frameless, arched-top wall-mounted mirror tilts to the right position and finishes the glass with a clean beveled edge. {FINISH_SENTENCE} Crafted of solid brass with a durable designer finish, it’s built to bring long-term confidence to everyday use. Concealed screw mounting keeps the installation looking clean and uninterrupted on the wall. Part of the Astor Place collection, with smooth cylindrical posts and gently tapered forms that bridge traditional and transitional bathroom hardware for an easy, matching Astor Place look. Coordinates naturally with towel bars, robe hooks, and other wall mounted bath accessories. Includes mirror glass, 2 brackets, and installation hardware; assembly required. Backed by a Limited Lifetime Warranty.",10697,2154,3328,25224,0.043634,strict_json,1,1,False,
AP-94,gpt-5.2,1,bing,"{FINISH_NAME} 21 x 29 Tilting Arched Top Wall Mirror, Solid Brass - Astor Place Collection - Allied Brass","A 21 x 29 inch frameless arched-top tilting wall mirror, crafted of solid brass for a clean, hardware-forward look in the bath. {FINISH_SENTENCE} The beveled-edge glass adds definition without a frame, while concealed screw mounting keeps the wall presentation crisp. Solid brass construction and a durable designer finish make it a smart choice when you want durable bathroom fixtures that stand up to daily use. Designed for vertical installation, the mirror tilts to dial in the viewing angle for people of different heights. Wall-mount brackets and installation hardware are included (assembly required). Coordinate with wall mounted bath accessories from the Astor Place collection for a matching Astor Place set that bridges traditional style with transitional bathroom hardware and versatile bath accessories. Backed by a Limited Lifetime Warranty.",9463,1449,0,15820,0.036846,strict_json,1,1,False,
AP-94,gpt-5.2,1,shopify,Astor Place Collection 21 x 29-Inch Frameless Arched Tilting Wall Mirror,"<p>Get a clear, comfortable view at the height you need—this vertical wall mirror features a tilt-adjustable design paired with a frameless, arched-top silhouette and a clean beveled edge.</p>
<p>Designed as part of the <strong>Astor Place Collection</strong>, this mirror brings a refined look that bridges traditional and transitional bathroom hardware. The arched profile adds a soft architectural detail, while the frameless glass keeps the overall design light and versatile alongside matching Astor Place wall mounted bath accessories.</p>
<ul>
  <li><strong>Tilt-adjustable viewing:</strong> Mirror tilts to help set the angle for people of all heights.</li>
  <li><strong>Solid brass construction:</strong> Crafted of brass for durable bathroom fixtures in humid bath spaces.</li>
  <li><strong>Arched, frameless glass:</strong> 21 x 29 inch arched top wall mirror with a beveled edge.</li>
  <li><strong>Wall-mounted with a clean look:</strong> Concealed screw mounting hardware helps keep the installation visually streamlined.</li>
  <li><strong>What’s included:</strong> Mirror glass, 2 brackets, and installation hardware.</li>
  <li><strong>Warranty coverage:</strong> Backed by a Limited Lifetime Warranty (assembly required).</li>
</ul>
<p>Complete the look with <strong>matching Astor Place</strong> accessories for a coordinated set of versatile bath accessories across your space.</p>",8616,1633,0,25467,0.03794,strict_json,1,1,False,
CVTS-25,gpt-5.2,1,google,{FINISH_NAME} Freestanding Toilet Paper Stand - Clearview Collection 25-Inch Euro Style - Allied Brass,"Clearview’s crystal-clear acrylic pole is the detail you notice first, giving this 25-inch Euro-style toilet paper stand an open, contemporary look on a solid brass, freestanding base. {FINISH_SENTENCE} Designed as a free standing toilet paper holder, it requires no wall mounting and uses a weighted base to help keep the stand stable and resist tipping during everyday use. Acrylic components and your choice of four ring accent styles add a clean architectural touch, while the space-saving footprint makes this toilet paper holder stand easy to place where you need it. Includes the toilet tissue stand and is backed by a Limited Lifetime Warranty. Assembly required.",10383,1897,3328,24678,0.039487,strict_json,1,1,False,
CVTS-25,gpt-5.2,1,bing,{FINISH_NAME} Solid Brass Freestanding Toilet Paper Stand - Clearview Collection 25-Inch - Allied Brass,"25-inch Clearview Euro-style free standing toilet paper holder stand crafted from solid brass with a top-quality clear acrylic pole for a clean, contemporary look. {FINISH_SENTENCE} The weighted base helps keep this standing toilet paper holder stable in use to prevent tipping, while the space-saving design makes efficient use of your space. Customize the design with your choice of four ring accent styles to best complement your decor. Freestanding installation requires no wall mounting, so the toilet paper holder stand can be placed where you need it. Assembly is required. Includes one toilet tissue stand and is backed by a Limited Lifetime Warranty as part of the Clearview Collection.",9149,1611,0,21466,0.038565,strict_json,1,1,False,
CVTS-25,gpt-5.2,1,shopify,Clearview Collection 25-Inch Freestanding Toilet Paper Stand,"<p>Want a toilet paper holder that looks intentional—without drilling into the wall? The Clearview Collection toilet paper holder stand brings clean, modern function to the floor with a crystal-clear acrylic pole that keeps the profile visually light.</p>
<p>This freestanding Euro style toilet paper stand pairs solid brass construction with Clearview’s signature acrylic detailing, plus your choice of four ring accent styles to better complement your decor. A weighted base helps keep the stand stable in use, while the space-saving footprint makes efficient use of your bathroom.</p>
<ul>
  <li><strong>Clear acrylic design detail:</strong> Crystal-clear acrylic components subtly accentuate the contemporary lines.</li>
  <li><strong>Solid brass construction:</strong> Crafted from solid brass materials for dependable everyday bathroom use.</li>
  <li><strong>Weighted for stability:</strong> Weighted base helps prevent tipping and keeps the free standing toilet paper holder steady.</li>
  <li><strong>25-inch size:</strong> Offered in a 25-inch configuration for a confident, vertical toilet paper holder stand presence.</li>
  <li><strong>Freestanding placement:</strong> A freestanding toilet paper holder that requires no wall mounting.</li>
  <li><strong>Made to coordinate:</strong> Part of the Clearview Collection for a consistent, modern hardware look.</li>
</ul>
<p>Includes one toilet tissue stand. Assembly required. Backed by a Limited Lifetime Warranty.</p>",8302,1274,0,21532,0.032364,strict_json,1,1,False,
404-12BB,gpt-5.2,1,google,"{FINISH_NAME} 12-Inch Back-to-Back Shower Door Pull, Contemporary Shower Door Handle - Allied Brass","Clean, sharp lines and a back-to-back U-shaped grip make this 12-inch shower door handle look finished from both sides of the glass. Crafted from solid brass, this contemporary back-to-back shower door pull mounts directly to the shower door for a sturdy, highly functional hold on glass shower doors. {FINISH_SENTENCE} Set includes two durable U-shaped shower door pulls (inside and outside) plus all installation hardware, so it’s ready for straightforward, easy installation with no assembly required. The crisp, architectural styling pairs naturally with modern bathroom hardware, while still fitting comfortably alongside more traditional décor—giving you shower door hardware that coordinates across a wide range of design directions. Backed by a Limited Lifetime Warranty.",10359,2237,3328,30153,0.044205,strict_json,1,1,False,
404-12BB,gpt-5.2,1,bing,{FINISH_NAME} Solid Brass Back-to-Back Shower Door Handles 12 Inch Pull - Allied Brass,"Back-to-back and U-shaped on both sides, this 13.4-inch shower door pull is built from solid brass to bring crisp, contemporary lines to glass shower doors. {FINISH_SENTENCE} Designed as sturdy shower door hardware, it includes two matching pulls (one for each side of the door) plus all installation hardware for an easy shower door mount. The clean, sharp profile reads as modern bathroom hardware, yet it’s versatile enough to coordinate with a wide range of bath décor. Solid brass construction makes this brass shower door pull a dependable choice for durable bathroom fixtures where daily use and moisture are constant. Use it as a streamlined shower door handle solution for many glass shower door sizes and styles. Backed by a limited lifetime warranty.",9125,1373,0,18541,0.035191,strict_json,1,1,False,
404-12BB,gpt-5.2,1,shopify,Contemporary 12-Inch Solid Brass Back-to-Back Shower Door Handles,"<p>Get a clean, architectural look and a reliable grip from both sides of the glass with this 12-inch back-to-back shower door pull. The paired U-shaped handles create a balanced, modern profile while keeping your shower door handle consistent inside and out.</p>
<p>Defined by sharp, crisp lines, this contemporary design blends easily with modern bathroom hardware and can also sit comfortably alongside more traditional décor. Crafted from solid brass and offered in a wide variety of lifetime designer finishes, it’s shower door hardware made to look intentional and stay functional in a high-humidity space.</p>
<ul>
  <li><strong>Back-to-back pull set:</strong> Includes two durable U-shaped shower door handles for mounting through the door.</li>
  <li><strong>Solid brass construction:</strong> Made from brass for long-lasting durability and everyday use.</li>
  <li><strong>12-inch contemporary styling:</strong> Clean, sharp lines deliver a streamlined look for modern bathrooms.</li>
  <li><strong>Designed for glass shower doors:</strong> Ideal for glass shower doors of all sizes and styles.</li>
  <li><strong>Hardware included:</strong> Ships with all installation hardware for an easier install.</li>
  <li><strong>Warranty coverage:</strong> Backed by a Limited Lifetime Warranty.</li>
</ul>
<p>Includes two shower door pulls and all installation hardware. Coordinate your brass shower door pull with matching durable bathroom fixtures by selecting a lifetime designer finish that fits your space.</p>",8278,1155,0,14923,0.030657,strict_json,1,1,False,
