sku,model,pass_num,platform,title,description,prompt_tokens,completion_tokens,cached_tokens,latency_ms,cost_usd,parse_mode,json_retries,api_retries,has_approved_content,error
2020T,claude-sonnet-4-6,1,bing,{FINISH_NAME} Solid Brass Wall Mounted Robe Hook - Continental Collection - Allied Brass,"This solid brass wall-mounted robe hook from the Continental Collection measures 2.8 inches and features a gently curved hook with a perfectly round backplate — the kind of balanced circular proportions that interior designers reach for when they want hardware that complements rather than competes with the rest of a bathroom. {FINISH_SENTENCE} Solid brass construction means the hook won't corrode, pit, or weaken from daily steam and humidity — a meaningful advantage for a fixture that holds the weight of wet towels and robes year after year. Concealed screw mounting keeps the wall surface clean, and all installation hardware is included so setup is straightforward. The Continental Collection's transitional design works equally well in a contemporary powder room or a traditionally styled bath, making it a reliable choice when you need decorative bathroom hardware that adapts to the space rather than defining it. Coordinates with matching Continental towel bars, towel rings, and toilet paper holders for a cohesive bath. Backed by a Limited Lifetime Warranty.",6,262,0,18942,0.003948,strict_json,1,1,False,
2020T,claude-sonnet-4-6,1,shopify,Continental Collection Wall Mount Solid Brass Robe Hook,"<p>Finding a hook that disappears into your bathroom's design — rather than fighting it — is harder than it sounds. The Continental Collection Robe Hook does exactly that: its round backplate and gently curved hook create a balanced, unfussy silhouette that works equally well in a contemporary powder room or a more traditional bathroom setting.</p><p>What sets the Continental Collection apart is its commitment to circular proportion. The perfectly round backplate grounds the hook visually, while the smooth, curved arm keeps the overall profile clean. This is transitional bathroom hardware in the truest sense — specific enough to feel intentional, restrained enough to coordinate with almost anything. The twist accents add a subtle handcrafted detail that elevates the design without making it ornate.</p><ul><li><strong>Solid brass construction:</strong> Cast from solid brass for genuine corrosion resistance and a substantial feel that holds up in the humidity of a bathroom environment.</li><li><strong>Wall-mounted design:</strong> Keeps robes, towels, and accessories off the floor and within easy reach, making smart use of vertical wall space.</li><li><strong>Concealed screw mounting:</strong> Hardware mounts cleanly to the wall with no exposed fasteners visible once installed.</li><li><strong>No assembly required:</strong> Arrives ready to mount — all installation hardware included, including #8 x 1¼"" screws.</li><li><strong>Lifetime designer finishes:</strong> Available in a wide range of finishes engineered to resist tarnishing, fading, and everyday wear.</li><li><strong>Collection coordination:</strong> Pairs with matching Continental towel bars, rings, and accessories for a cohesive bathroom look.</li></ul><p>Backed by a Limited Lifetime Warranty, this robe hook includes everything needed for installation right in the box. If you're building out a full bathroom, the Continental Collection offers a complete range of coordinating accessories — so every piece speaks the same design language.</p>",6,512,0,25258,0.007698,strict_json,1,1,False,
1032,claude-sonnet-4-6,1,google,{FINISH_NAME} Skyline Collection Wall Mounted Soap Dish | Solid Brass Wall Mount Bath Accessory | Allied Brass,"Keep your bathroom countertop clear without sacrificing style — this Skyline Collection wall-mounted brass soap dish tucks your bar soap neatly against the wall, freeing up sink space while adding a genuinely jewelry-like detail to the room. {FINISH_SENTENCE} What sets the Skyline Collection apart is its distinctively petite spherical end pieces paired with smooth circular backplates — a refined, almost sculptural silhouette that reads as intentional design rather than a standard utility fixture. It's the kind of detail a bathroom designer notices immediately: compact hardware that carries real visual weight without overwhelming a small wall section near the sink. Constructed entirely from solid brass, this wall mount soap dish for bathroom use is built to handle the constant humidity and splashing that corrode lesser materials over time — solid brass won't rust, pit, or lose its finish integrity the way chrome-plated steel soap dishes do under daily wet conditions. The concealed screw mounting keeps the installation clean with no exposed fasteners visible on the finished wall, and all mounting hardware is included so setup is straightforward. Coordinates beautifully with other Skyline Collection wall mounted bath accessories — including towel bars, robe hooks, and toilet paper holders — for a cohesive, design-forward bathroom hardware set where every piece shares the same refined spherical detail language. No assembly required. Backed by a Limited Lifetime Warranty.",6,373,0,10273,0.005613,strict_json,1,1,False,
1032,claude-sonnet-4-6,1,bing,{FINISH_NAME} Wall Mounted Soap Dish Skyline Collection Solid Brass 4.5 Inch - Allied Brass,"This wall mounted brass soap dish from the Skyline Collection is built from solid brass — a material that won't rust, pit, or corrode even in daily contact with water and soap. {FINISH_SENTENCE} The wall-mount design keeps your countertop clear and clutter-free, freeing up space while adding a purposeful, design-forward detail to your bathroom wall. What sets the Skyline Collection apart is its distinctively petite spherical end pieces paired with smooth circular backplates — a refined, almost jewelry-like presence that elevates even a purely functional piece like a soap dish. Concealed screw mounting hardware keeps installation clean with no exposed fasteners on the wall, and all necessary hardware ships with the product — no separate trips to the hardware store. The solid brass construction means this wall mount soap dish for bathroom use will maintain its finish integrity over years of steam, humidity, and daily handling, backed by a Limited Lifetime Warranty. Part of the Skyline Collection of wall mounted bath accessories, it coordinates seamlessly with matching towel bars, robe hooks, and toilet paper holders for a cohesive bathroom look.",6,295,0,15470,0.004443,strict_json,1,1,False,
1032,claude-sonnet-4-6,1,shopify,Skyline Collection Wall Mounted Soap Dish,"<p>A soap dish that sits on the counter collects water, residue, and takes up space you'd rather keep clear. This wall-mounted soap dish from the Skyline Collection solves both problems — it moves soap off the surface entirely, and it does it with a design refined enough to look intentional rather than utilitarian.</p><p>The Skyline Collection is built around distinctively petite spherical end pieces paired with smooth circular backplates — details that give each piece an almost jewelry-like presence on the wall. It's a traditional style executed with enough precision that it reads as a considered design choice rather than a stock bathroom fixture. At 4.5 inches, it holds a standard bar of soap without overwhelming a small wall section near the sink or shower.</p><ul><li><strong>Solid brass construction</strong> — brass won't corrode, pit, or rust, even in the humid environment directly above a sink where chrome-plated steel soap dishes begin to fail at the edges.</li><li><strong>Concealed screw mounting</strong> — hardware is hidden after installation, so the finished look is clean with no visible fasteners interrupting the design.</li><li><strong>Wall-mounted design</strong> — keeps countertops clear and makes the most of available wall space in any bathroom layout.</li><li><strong>Lifetime finish</strong> — the finish is engineered to resist tarnishing and wear over the long term, not just look good at unboxing.</li><li><strong>All hardware included</strong> — the brass soap dish holder and every piece of installation hardware ships in the box, so you have what you need from the start.</li><li><strong>Skyline Collection coordination</strong> — pairs with matching towel bars, robe hooks, towel rings, and more across the full collection for a unified bathroom look.</li></ul><p>Backed by a Limited Lifetime Warranty. Because the Skyline Collection spans a wide range of bath accessories, this soap dish is a natural starting point for outfitting your bathroom with hardware that shares the same refined design language from piece to piece.</p>",6,540,0,26220,0.008118,strict_json,1,1,False,
CC-64,claude-sonnet-4-6,1,google,{FINISH_NAME} Carolina Crystal Collection Wall Mount Votive Candle Holder | Solid Brass with Crystal Accents | Allied Brass,"A wall-mounted votive candle holder that actually earns its place in the room — this Carolina Crystal Collection piece mounts flush to the wall, keeping your countertops clear while putting a glowing candle right where it creates the most atmosphere in a bathroom or entryway. {FINISH_SENTENCE} The faceted crystal accents are the detail that sets this piece apart: they catch and scatter candlelight in a way that flat metal holders simply cannot, turning an everyday votive into a small, sparkling focal point. The solid brass bracket provides the structural integrity and corrosion resistance that a humid bathroom environment demands, so this candle holder stays looking sharp through years of daily exposure to steam and moisture. Carolina Crystal's signature grooved metal backplate pairs with those crystal accents for a traditional design that feels considered and cohesive rather than decorative for its own sake. Holds standard-size votive candles, so there's no hunting for specialty sizes — your usual candles fit right in. Concealed screw mounting makes installation clean and straightforward, with no exposed hardware interrupting the finished look on your wall. Glass candle holder, solid brass bracket, and all installation hardware are included; no assembly required. Coordinates naturally with other Carolina Crystal Collection bath accessories — including towel bars, robe hooks, and soap dishes — for a unified traditional hardware set. Backed by a Limited Lifetime Warranty.",6,370,0,9497,0.005568,strict_json,1,1,False,
CC-64,claude-sonnet-4-6,1,bing,{FINISH_NAME} Wall Mounted Votive Candle Holder - Carolina Crystal Collection - Solid Brass - Allied Brass,"This wall-mounted votive candle holder is built from solid brass — the same corrosion-resistant material used in marine hardware — so it holds its finish and structure in humid bathroom environments where lesser metals pit or tarnish. {FINISH_SENTENCE} Part of the Carolina Crystal Collection, the holder features faceted crystal accents that catch and reflect light, turning a standard votive display into a decorative focal point without taking up any counter space. Concealed screw mounting hardware keeps the wall clean and the installation straightforward — no visible fasteners, and no assembly required beyond securing the brass bracket. The glass candle holder, brass bracket, and all installation hardware are included, so everything you need arrives in one box. Compatible with standard-size votive candles, this piece brings the Carolina Crystal Collection's traditional design language to the wall in a practical, space-saving format. Backed by a Limited Lifetime Warranty, it's a durable bathroom fixture designed to coordinate with matching Carolina Crystal hardware across your space.",6,264,0,16808,0.003978,strict_json,1,1,False,
CC-64,claude-sonnet-4-6,1,shopify,Carolina Crystal Collection Wall Mounted Votive Candle Holder,"<p>Counter space in a bathroom is always at a premium — a wall-mounted votive candle holder solves that instantly, letting you bring soft candlelight into the room without sacrificing a single inch of shelf or vanity space. This piece from the Carolina Crystal Collection does it with a design that earns a second look.</p><p>The Carolina Crystal Collection is built around two signature details: faceted crystal accents that catch and scatter light like jewelry, and meticulously grooved brass backplates that nod to classical craftsmanship. On this candle holder, the crystal accent transforms a purely functional wall fixture into a decorative focal point — the kind of detail a guest notices even when the candle isn't lit. The traditional style fits naturally alongside period-inspired faucets, framed mirrors, and ornate tilework.</p><ul><li><strong>Solid brass construction</strong> — the brass bracket resists corrosion and holds its finish integrity in the humidity of a bathroom, where lesser metals pit or discolor over time.</li><li><strong>Faceted crystal accent</strong> — catches ambient and candlelight to create a sparkling, jewel-like effect that elevates the fixture beyond simple utility.</li><li><strong>Wall-mounted design</strong> — frees up counter and shelf space entirely while keeping a lit votive candle safely positioned and beautifully displayed.</li><li><strong>Concealed screw mounting</strong> — hardware is hidden once installed, keeping the wall surface clean and the design uninterrupted.</li><li><strong>Standard votive candle fit</strong> — the included glass candle holder is sized for standard votive candles, no hunting for specialty sizes required.</li><li><strong>No assembly required</strong> — arrives ready to install with all mounting hardware included, including the glass holder and brass bracket.</li></ul><p>Backed by a Limited Lifetime Warranty, this candle holder ships complete with the glass candle holder, solid brass bracket, and all installation hardware. It coordinates with the full Carolina Crystal Collection — towel bars, robe hooks, soap dishes, and more — so every detail in your bathroom can share the same crystal-accented design language.</p>",6,561,0,24663,0.008433,strict_json,1,1,False,
1041/24,claude-sonnet-4-6,1,google,{FINISH_NAME} Skyline Collection 24 Inch Solid Brass Towel Bar | Wall Mount with Concealed Screws | Allied Brass,"The Skyline Collection's secret is in the details — those distinctively petite spherical end pieces and smooth circular backplates give this 24-inch solid brass towel bar an almost jewelry-like presence on the wall that a standard post-and-bracket design simply can't match. {FINISH_SENTENCE} Solid brass construction means this bar resists the corrosion and humidity that degrade lesser materials in everyday bathroom environments, maintaining its finish integrity and structural rigidity through years of daily use — no flexing, no tarnishing, no replacing. The 0.75-inch diameter rod strikes a refined balance between visual slimness and genuine strength, while the wall-mounted profile keeps floor space open and the installation clean. Concealed screw mounting hardware tucks fasteners out of sight, so what reads on the wall is pure Skyline geometry — spherical finials, circular backplates, and a straight bar that coordinates naturally with matching Skyline Collection robe hooks, toilet paper holders, and other bath accessories for a cohesive, design-forward bathroom. No assembly required — just mount and use. Towel bar, mounting plates, and all installation hardware included. Backed by a Limited Lifetime Warranty.",6,341,0,9473,0.005133,strict_json,1,1,False,
1041/24,claude-sonnet-4-6,1,bing,{FINISH_NAME} 24 Inch Solid Brass Towel Bar Skyline Collection Wall Mount - Allied Brass,"The Skyline Collection 24-inch solid brass towel bar is defined by its distinctively petite spherical end pieces and smooth circular backplates — a jewelry-like detail you'd notice in a high-end showroom but rarely find at this scale. {FINISH_SENTENCE} Constructed entirely from solid brass, this wall-mounted towel bar resists the corrosion and flex that affect lesser materials, making it a dependable choice for bathrooms where humidity is constant. Concealed screw mounting hardware keeps the wall surface clean and uncluttered, and because all mounting hardware is included, installation is straightforward with no separate trips to the hardware store. The 24-inch center-to-center span handles standard bath towels with ease, and the 0.75-inch bar diameter provides a sturdy grip for everyday use. As part of the Skyline Collection, this towel bar coordinates with matching bathroom towel holder pieces, hooks, and accessories — so every element on your walls shares the same refined, petite hardware language. Backed by a Limited Lifetime Warranty, this is bathroom hardware built to hold its finish and its form for the long term.",6,300,0,17805,0.004518,strict_json,1,1,False,
1041/24,claude-sonnet-4-6,1,shopify,Skyline Collection 24-Inch Wall Mounted Towel Bar,"<p>A towel bar that disappears into the wall the way good jewelry disappears into an outfit — the Skyline Collection's distinctively petite spherical end pieces and smooth circular backplates give this 24-inch bar a refined, almost sculptural presence that most wall hardware simply doesn't achieve.</p><p>Where other towel bars rely on chunky brackets or exposed fasteners, the Skyline design uses concealed screw mounting that keeps the wall clean and the eye on the bar itself. The spherical end caps are small but intentional — Skyline's signature detail that reads as jewelry-like rather than purely functional. It's a traditional style executed with the kind of restraint that works in both classic and transitional bathrooms.</p><ul><li><strong>Solid brass construction:</strong> The bar and fittings are made from solid brass — corrosion-resistant, built to hold its finish for decades, and substantial enough to feel anchored to the wall.</li><li><strong>Concealed screw mounting:</strong> Hardware installs cleanly behind the backplate, leaving no visible screws on the wall face.</li><li><strong>24-inch bar length:</strong> A versatile size that handles standard bath towels and fits most single-sink wall runs without crowding.</li><li><strong>Petite spherical end pieces:</strong> Skyline's signature detail — small, refined sphere caps that give the bar its jewelry-like silhouette.</li><li><strong>Lifetime designer finishes:</strong> Available across a wide range of hand-polished finishes, each backed by a Limited Lifetime Warranty against finish failure.</li><li><strong>Everything included:</strong> Comes complete with the towel bar, mounting plates, and all installation hardware — no separate hardware purchase needed.</li></ul><p>The Skyline Collection extends across matching bathroom accessories, so this towel bar can anchor a fully coordinated bathroom. Backed by Allied Brass's Limited Lifetime Warranty.</p>",6,524,0,24051,0.007878,strict_json,1,1,False,
AP-94,claude-sonnet-4-6,1,google,{FINISH_NAME} Astor Place Collection Frameless Arched Top Tilt Mirror | 21x29 Inch Solid Brass Wall Mirror with Beveled Edge | Allied Brass,"An arched top silhouette with a beveled edge gives this Astor Place Collection frameless tilt mirror a quietly architectural presence on the bathroom wall — the kind of refined detail a designer would notice immediately but a casual observer would simply feel as 'right.' {FINISH_SENTENCE} The frameless 21 x 29-inch arched form lets the beveled glass edge do the decorative work: a clean, angled perimeter that catches light and adds subtle dimension without the bulk of a traditional frame. Two solid brass pivot brackets mount the mirror to the wall and allow it to tilt forward or backward, so every member of the household can dial in a comfortable reflection angle at the vanity. Solid brass construction — the same corrosion-resistant material trusted in humid bathroom environments year after year — means the brackets and hardware maintain their finish integrity even through daily steam and splashing. Concealed screw mounting creates a seamless installation with no exposed fasteners, giving the finished result a clean, intentional look. As part of the Astor Place Collection — known for its smooth cylindrical posts and refined transitional proportions — this mirror coordinates naturally with Astor Place towel bars, robe hooks, and toilet paper holders for a cohesive set of wall-mounted bath accessories throughout the space. Mirror glass, two brackets, and all installation hardware included; assembly required. Backed by a Limited Lifetime Warranty.",6,391,0,9530,0.005883,strict_json,1,1,False,
