sku,model,pass_num,platform,title,description,prompt_tokens,completion_tokens,cached_tokens,latency_ms,cost_usd,parse_mode,json_retries,api_retries,has_approved_content,error
2020T,claude-sonnet-4-6,1,bing,{FINISH_NAME} Solid Brass Wall Mounted Robe Hook - Continental Collection - Allied Brass,"Solid brass construction gives the Continental Collection Robe Hook a substantial, lasting hold that wall-mounted hooks made from lighter materials simply cannot match. {FINISH_SENTENCE} The hook's perfectly round backplate and gently curved profile reflect the Continental Collection's signature quiet elegance — balanced, unfussy proportions that work equally well in a contemporary powder room or a more traditional bathroom space. Concealed screw mounting keeps installation clean with no visible hardware on the wall, and all mounting hardware is included so no extra trip to the hardware store is needed. Wall mounting puts your robe or towel exactly where you need it without using any floor space. Solid brass resists corrosion and maintains finish integrity even in a high-humidity bathroom environment, backed by a limited lifetime warranty. The Continental Collection extends to coordinating towel bars, toilet paper holders, and soap dishes — so this decorative bathroom hook can anchor a fully unified look across your entire bath. Transitional bathroom hardware like this is designed to complement rather than compete with other design elements, making it a versatile choice for nearly any style.",6,274,0,16365,0.004128,strict_json,1,1,False,
2020T,claude-sonnet-4-6,1,shopify,Continental Collection Wall Mount Solid Brass Robe Hook,"<p>A robe hook that disappears into your bathroom's design — until you need it. The Continental Collection Robe Hook with Twist Accents solves the most common problem with decorative hooks: they either look too industrial or too ornate. Continental's perfectly round backplate and gently curved hook with twist accents strike the balance that transitional bathroom hardware demands, working equally well in a contemporary powder room or a more traditional space.</p><p>The twist accent detail is what sets this hook apart from a plain utilitarian hook — it's a quiet, refined flourish that adds visual interest without competing with tile, mirrors, or other fixtures. The circular backplate keeps proportions balanced and unfussy, a hallmark of the Continental Collection's design philosophy. Whether you're coordinating a full bathroom suite or simply adding a well-designed place to hang a robe, this hook earns its spot on the wall.</p><ul><li><strong>Solid brass construction</strong> — not zinc alloy or plated steel, so this hook won't corrode, pit, or tarnish even in the humid environment beside a shower or tub.</li><li><strong>Wall-mounted design</strong> keeps floor and countertop space clear, mounting directly to the wall for a clean, built-in look.</li><li><strong>Concealed screw mounting</strong> hides all hardware behind the backplate, so the finished installation shows only the hook — no visible screws.</li><li><strong>No assembly required</strong> — arrives ready to install with all mounting hardware included, including #8 x 1-1/4"" screws.</li><li><strong>Lifetime designer finishes</strong> — the finish is engineered to resist fading, tarnishing, and wear over years of daily use.</li><li><strong>Continental Collection coordination</strong> — pairs with matching towel bars, toilet paper holders, and soap dishes across the same collection for a unified bathroom look.</li></ul><p>Backed by Allied Brass's Limited Lifetime Warranty and includes the robe hook and all installation hardware. If you're building out a full bathroom, the Continental Collection offers a complete range of coordinating accessories so every piece shares the same refined, transitional design language.</p>",6,567,0,25699,0.008523,strict_json,1,1,False,
1032,claude-sonnet-4-6,1,google,{FINISH_NAME} Wall Mounted Soap Dish - Skyline Collection - Allied Brass,"The Skyline Collection wall mounted soap dish is defined by its distinctively petite spherical end pieces and smooth circular backplate — details that give it a refined, jewelry-like presence most soap dishes simply don't have. Solid brass construction means this wall mount soap dish for bathroom use won't rust, pit, or corrode, even with daily exposure to water and soap. {FINISH_SENTENCE} Unlike chrome-plated steel soap dishes where rust begins under the surface, solid brass maintains its integrity from the core outward — backed by a Limited Lifetime Warranty that reflects exactly that confidence. Concealed screw mounting keeps the wall surface clean with no visible hardware, and all installation hardware is included so setup is straightforward. Part of the Skyline Collection, this wall mounted brass soap dish coordinates with matching towel bars, robe hooks, and other wall mounted bath accessories across the full collection — making it easy to build a cohesive bathroom where every fixture shares the same distinctive spherical design language.",6,271,0,6985,0.004083,strict_json,1,1,False,
1032,claude-sonnet-4-6,1,bing,{FINISH_NAME} Wall Mounted Soap Dish Skyline Collection Solid Brass - Allied Brass,"This 4.5-inch wall mounted brass soap dish from the Skyline Collection is built from solid brass — a material that won't rust, pit, or corrode even in the moisture-heavy environment next to a bathroom sink. {FINISH_SENTENCE} The wall mount design keeps your countertop clear and clutter-free, while concealed screw mounting means no visible hardware once installed — just a clean, finished look on the wall. All installation hardware is included, so there's nothing extra to source before you can get started. The Skyline Collection's distinctively petite spherical end pieces and smooth circular backplates give this soap dish a refined, almost jewelry-like presence that reads as intentional design rather than a functional afterthought. Solid brass construction is what separates this wall mount soap dish for bathroom use from chrome-plated alternatives that rust under the finish over time — solid brass holds its integrity year after year. Coordinates with matching Skyline Collection towel bars, robe hooks, and bathroom accessories for a cohesive look throughout the space. Backed by a Limited Lifetime Warranty.",6,284,0,15341,0.004278,strict_json,1,1,False,
1032,claude-sonnet-4-6,1,shopify,Skyline Collection Wall Mounted Soap Dish,"<p>A soap dish that sits on the counter collects puddles and takes up space you'd rather keep clear. This wall-mounted soap dish from the Skyline Collection moves that clutter off the surface entirely — and does it with a design refined enough to look intentional rather than purely practical.</p><p>Skyline's signature detail is its distinctively petite spherical end pieces paired with smooth circular backplates — small, jewelry-like accents that give each piece a refined presence on the wall. It's the kind of detail a bathroom designer notices first: the hardware doesn't just hold things, it contributes to the overall composition of the space. That design sensibility makes this soap dish at home in a carefully curated bathroom where every fixture speaks the same language.</p><ul><li><strong>Solid brass construction</strong> — the same corrosion-resistant material used throughout the Skyline Collection, built to hold a finish without rusting, pitting, or degrading from daily water exposure.</li><li><strong>Wall-mounted design</strong> keeps your sink surround clear and makes the most of vertical wall space.</li><li><strong>Concealed screw mounting</strong> gives the installed piece a clean, hardware-free look on the wall.</li><li><strong>All installation hardware included</strong> — the brass soap dish holder and mounting screws ship in the box, so installation requires no separate hardware run.</li><li><strong>Lifetime finish warranty</strong> — every finish is backed by Allied Brass's limited lifetime warranty against tarnishing and corrosion.</li><li><strong>Collection coordination</strong> — pairs with Skyline towel bars, robe hooks, toilet paper holders, and more across a full range of designer finishes for a cohesive bathroom.</li></ul><p>Includes the brass soap dish holder and all installation hardware. Backed by a limited lifetime warranty. Coordinate with the full Skyline Collection to bring a unified, jewelry-like design to every corner of your bathroom.</p>",6,512,0,25769,0.007698,strict_json,1,1,False,
CC-64,claude-sonnet-4-6,1,google,{FINISH_NAME} Wall Mounted Votive Candle Holder - Carolina Crystal Collection - Allied Brass,"Faceted crystal accents paired with a grooved solid brass bracket — this wall-mounted votive candle holder from the Carolina Crystal Collection brings a level of architectural detail to bathroom walls that most candle accessories simply don't attempt. {FINISH_SENTENCE} The solid brass bracket won't corrode or weaken over time, making it a genuinely durable choice for bathroom walls where lesser metal hardware eventually shows its age. Concealed screw mounting keeps the installation clean — no exposed hardware, just a polished wall mount that looks intentional. The glass votive holder holds a standard-size votive candle securely, turning an otherwise empty wall into a design moment without claiming any counter or shelf space. Part of the Carolina Crystal Collection, it coordinates with matching towel bars, robe hooks, soap dishes, and other crystal bathroom hardware for a cohesive traditional aesthetic throughout the room. Everything needed for installation is included — glass candle holder, brass bracket, and all mounting hardware. Backed by Allied Brass's Limited Lifetime Warranty, this wall mounted bath accessory is built to stay beautiful long after install.",6,297,0,7867,0.004473,strict_json,1,1,False,
CC-64,claude-sonnet-4-6,1,bing,{FINISH_NAME} Wall Mounted Votive Candle Holder - Carolina Crystal Collection - Solid Brass with Crystal Accent - Allied Brass,"This wall-mounted votive candle holder from the Carolina Crystal Collection is built from solid brass — a material that resists corrosion and holds its finish far longer than zinc alternatives. {FINISH_SENTENCE} Faceted crystal accents catch and scatter light around the room, turning a functional candle display into a decorative focal point that earns its place on any bathroom wall. Concealed screw mounting keeps the installation clean — no exposed hardware, just a trim brass bracket flush against the wall — and all mounting hardware is included so it goes up without a hardware store run. Sized to hold standard votive candles, it keeps your countertop clear while adding warmth and sparkle at eye level. The grooved brass backplate reflects Carolina Crystal's hallmark classical craftsmanship, pairing naturally with matching towel bars, soap dishes, and robe hooks from the same collection for a bathroom where every detail coordinates. Backed by a Limited Lifetime Warranty, this is crystal bathroom hardware built to stay on the wall and stay beautiful.",6,275,0,16947,0.004143,strict_json,1,1,False,
CC-64,claude-sonnet-4-6,1,shopify,Carolina Crystal Collection Wall Mounted Votive Candle Holder,"<p>Counter space in a bathroom is precious — and a candle that sits on the vanity edge is always one accidental bump away from disaster. The Carolina Crystal Wall Mounted Votive Candle Holder moves that decorative element off the counter entirely and onto the wall, where it stays secure, stays visible, and becomes part of the room's design rather than clutter on it.</p><p>Part of the Carolina Crystal Collection, this holder pairs a solid brass bracket with faceted crystal accents that catch and reflect light in a way that transforms a simple votive into a genuine design moment. The traditional silhouette — with its grooved detailing and classic proportions — fits naturally in bathrooms that favor timeless, refined aesthetics. It's the kind of detail a designer would point out: the crystal doesn't just decorate, it amplifies whatever candlelight is already in the room.</p><ul><li><strong>Solid brass construction:</strong> The bracket is crafted from solid brass, which resists corrosion and holds its finish integrity in the humid environment of a bathroom — no rust, no pitting, no surface breakdown over time.</li><li><strong>Crystal accents:</strong> Faceted crystal elements catch and reflect light, adding a sparkling, jewel-like quality that plain metal holders can't replicate.</li><li><strong>Wall-mounted design:</strong> Keeps your countertop clear while displaying your votive candle at eye level, where the light and crystal work together most effectively.</li><li><strong>Concealed screw mounting:</strong> Hardware installs cleanly without exposed fasteners visible on the finished wall.</li><li><strong>Standard votive fit:</strong> Holds standard-size votive candles — no hunting for specialty sizes.</li><li><strong>Carolina Crystal Collection:</strong> Coordinates with matching towel bars, robe hooks, soap dishes, and more for a cohesive bathroom design language.</li></ul><p>Includes the glass candle holder, solid brass bracket, and all installation hardware. Backed by Allied Brass's Limited Lifetime Warranty — designed to be the last candle holder you'll need to buy for this wall.</p>",6,555,0,23183,0.008343,strict_json,1,1,False,
1041/24,claude-sonnet-4-6,1,google,{FINISH_NAME} 24-Inch Towel Bar - Skyline Collection Wall Mount - Allied Brass,"Petite spherical end pieces paired with smooth circular backplates give the Skyline Collection's 24-inch towel bar a refined, jewelry-like presence that most wall-mounted towel bars simply don't have. {FINISH_SENTENCE} Constructed entirely of solid brass — a material that resists corrosion, holds its finish, and carries a reassuring weight — this towel bar won't flex, loosen, or degrade the way lighter metal alternatives do over time. Concealed screw mounting means the wall stays clean with no exposed hardware visible once installed, and everything needed for mounting is included in the box. At 24 inches, it handles full-size bath towels with room to spare, and the wall-mount design keeps floor and counter space clear. As part of the Skyline Collection, it coordinates seamlessly with matching Skyline hooks, soap dishes, and toilet paper holders for a bathroom where every detail shares the same distinctive silhouette. Backed by a Limited Lifetime Warranty, this is a towel bar built to stay exactly where you hang it — and look intentional doing it.",6,308,0,7481,0.004638,strict_json,1,1,False,
1041/24,claude-sonnet-4-6,1,bing,{FINISH_NAME} 24 Inch Solid Brass Towel Bar - Skyline Collection Wall Mount - Allied Brass,"The Skyline Collection 24-inch solid brass towel bar is defined by its distinctively petite spherical end pieces paired with smooth circular backplates — a jewelry-like detail that elevates it from functional hardware to a deliberate design choice. {FINISH_SENTENCE} Built entirely from solid brass, this wall-mounted towel bar resists corrosion and holds its finish integrity even in humid bathrooms where lesser metals pit and tarnish over time. Concealed screw mounting hardware keeps the wall clean and installation straightforward — all mounting plates and hardware are included, so no separate trip to the hardware store is needed. The 24-inch center-to-center span accommodates a full-size bath towel with room to dry properly, and the 0.75-inch diameter bar has the substantial feel that signals real quality. As part of the Skyline Collection, this bathroom towel holder coordinates with matching Skyline hooks, soap dishes, and accessories for a cohesive look throughout your bath space. Backed by Allied Brass's limited lifetime warranty, this is solid brass bathroom hardware built to last and designed to be noticed.",6,293,0,17053,0.004413,strict_json,1,1,False,
1041/24,claude-sonnet-4-6,1,shopify,Skyline Collection 24-Inch Wall Mounted Towel Bar,"<p>A towel bar that disappears into your wall — no exposed screws, no cluttered backplate — is the detail that separates a thoughtfully designed bathroom from a functional one. The Skyline Collection 24-Inch Towel Bar delivers exactly that: concealed screw mounting behind clean, smooth circular backplates, so the bar reads as an intentional design choice rather than an afterthought.</p><p>Skyline's design story centers on those distinctively petite spherical end pieces — a jewelry-like detail that elevates what is typically a purely functional fixture. Paired with smooth circular backplates, the result is a refined, almost sculptural presence on bathroom walls that works with both traditional and transitional spaces. It's the kind of hardware a designer notices first.</p><ul><li><strong>Solid brass construction:</strong> The bar, end pieces, and mounting plates are all made from solid brass — a material that resists corrosion, won't flex under load, and holds its finish integrity for years in a humid bathroom environment.</li><li><strong>Concealed screw mounting:</strong> Hardware installs behind the backplate, keeping the wall surface clean and the design uninterrupted — no visible fasteners to collect grime or distract from the look.</li><li><strong>Wall-mounted efficiency:</strong> A wall-mount design keeps towels accessible without occupying floor space or requiring freestanding furniture.</li><li><strong>Petite spherical end pieces:</strong> Skyline's signature detail — small, precisely shaped finials that give the bar a jewelry-like presence distinctive among bathroom hardware collections.</li><li><strong>Lifetime designer finishes:</strong> Available in a wide range of finishes — from Polished Chrome and Satin Nickel to Unlacquered Brass and Venetian Bronze — each hand-polished and backed by a limited lifetime warranty against finish failure.</li><li><strong>Complete installation kit included:</strong> Comes with the towel bar, mounting plates, and all installation hardware — everything needed, nothing to source separately.</li></ul><p>Every Skyline piece is backed by Allied Brass's limited lifetime warranty. Because the collection spans towel bars, hooks, soap dishes, and more across a wide range of finishes, it's straightforward to build a fully coordinated bathroom where every accessory shares the same refined design language.</p>",6,610,0,26006,0.009168,strict_json,1,1,False,
AP-94,claude-sonnet-4-6,1,google,{FINISH_NAME} Tilting Wall Mirror Arched Top Frameless Beveled - Astor Place Collection 21x29 - Allied Brass,"The arched top silhouette and beveled edge of this 21 x 29 inch frameless wall mirror give it a sculptural presence that flat-edge mirrors simply don't have — the bevel catches light along the entire perimeter, adding depth without adding visual weight. {FINISH_SENTENCE} Crafted from solid brass, the mounting brackets resist corrosion and hold their finish far longer than steel hardware exposed to bathroom moisture. Concealed screw mounting keeps the wall clean and the installation straightforward — no exposed fasteners to interrupt the mirror's clean lines. The tilt-adjustable design lets you dial in the perfect viewing angle for any height, making it as practical as it is well-designed. Part of the Astor Place collection, this mirror coordinates seamlessly with matching towel bars, robe hooks, and toilet paper holders — so your transitional bathroom hardware tells one cohesive design story rather than a mix of unrelated styles. Includes mirror glass, two brackets, and all installation hardware. Backed by Allied Brass's Limited Lifetime Warranty, this wall mirror is built to stay sharp, straight, and beautiful for the long term.",6,326,0,7955,0.004908,strict_json,1,1,False,
AP-94,claude-sonnet-4-6,1,bing,{FINISH_NAME} Frameless Arched Top Tilting Wall Mirror Astor Place Collection 21x29 Inch - Allied Brass,"This 21 x 29-inch frameless arched top wall mirror is built on a solid brass frame — the same corrosion-resistant material used for the mounting hardware — so the structure behind the glass is as durable as the mirror looks refined. The beveled edge catches light at every angle, adding depth without requiring a frame, while the arched silhouette gives it a shape that reads equally well in a transitional bathroom or a classic bedroom. {FINISH_SENTENCE} Concealed screw mounting keeps the wall surface clean, and the mirror tilts to the ideal viewing angle for anyone using it — a practical detail that standard fixed mirrors skip. Installation hardware is included: mirror glass, two brackets, and #8 x 1¼-inch screws. Part of the Astor Place collection, this mirror coordinates with matching Astor Place towel bars, robe hooks, and toilet paper holders, so your bathroom wall-mounted accessories share the same refined silhouette. Backed by a Limited Lifetime Warranty — solid brass construction means no corrosion, no fading hardware, and no need for replacement. A versatile choice for shoppers who want transitional bathroom hardware that looks intentional from day one.",6,316,0,24536,0.004758,strict_json,1,1,False,
